Age,Workclass,Education,Marital_Status,Occupation,Relationship,Hours_Per_Week,Sex,Race,Place_Of_Birth,interview_score,cv_assessment_score,prior_hiring_decision
66.0,1.0,21.0,3.0,565.0,0.0,40.0,2.0,1.0,6.0,5.81,7.1,0
20.0,5.0,19.0,5.0,5740.0,2.0,20.0,2.0,1.0,6.0,6.36,6.84,1
54.0,3.0,20.0,1.0,1310.0,1.0,40.0,1.0,1.0,31.0,7.18,7.95,0
59.0,1.0,20.0,1.0,10.0,1.0,50.0,2.0,1.0,6.0,8.41,6.8,1
32.0,3.0,21.0,1.0,8990.0,0.0,40.0,1.0,6.0,233.0,3.81,3.26,0
50.0,6.0,22.0,1.0,2910.0,1.0,40.0,2.0,6.0,6.0,5.72,7.95,0
50.0,7.0,20.0,1.0,4710.0,1.0,40.0,1.0,1.0,6.0,6.23,4.27,0
73.0,1.0,16.0,3.0,4461.0,0.0,32.0,2.0,1.0,34.0,5.1,5.15,1
56.0,1.0,21.0,1.0,1530.0,0.0,40.0,1.0,1.0,6.0,6.7,7.41,1
27.0,1.0,21.0,5.0,5240.0,0.0,15.0,1.0,1.0,6.0,8.5,6.1,1
66.0,6.0,19.0,1.0,6355.0,1.0,40.0,1.0,1.0,6.0,5.72,4.44,0
38.0,1.0,18.0,5.0,2545.0,0.0,40.0,2.0,8.0,6.0,4.7,6.57,0
26.0,1.0,17.0,5.0,9620.0,17.0,20.0,1.0,1.0,6.0,7.4,8.13,1
28.0,1.0,21.0,5.0,2920.0,0.0,60.0,1.0,1.0,9.0,6.18,5.01,0
44.0,1.0,17.0,5.0,2600.0,0.0,40.0,1.0,1.0,6.0,7.95,5.38,0
66.0,1.0,19.0,4.0,7800.0,10.0,35.0,1.0,8.0,312.0,4.27,3.51,0
46.0,1.0,21.0,1.0,3255.0,0.0,40.0,2.0,6.0,217.0,3.01,3.51,0
52.0,1.0,19.0,1.0,7200.0,0.0,50.0,1.0,1.0,29.0,8.26,7.52,1
33.0,1.0,16.0,5.0,7220.0,15.0,50.0,1.0,1.0,6.0,5.03,6.44,0
28.0,1.0,16.0,5.0,9150.0,2.0,35.0,1.0,1.0,6.0,6.64,7.67,0
71.0,2.0,22.0,1.0,2310.0,1.0,30.0,2.0,1.0,44.0,7.01,6.8,1
23.0,1.0,16.0,5.0,4850.0,10.0,40.0,2.0,8.0,6.0,2.89,5.06,0
56.0,5.0,20.0,1.0,440.0,0.0,40.0,1.0,1.0,6.0,7.66,5.6,0
57.0,1.0,21.0,1.0,20.0,1.0,60.0,1.0,1.0,301.0,8.01,8.09,1
29.0,1.0,16.0,4.0,6200.0,4.0,40.0,1.0,1.0,6.0,7.62,3.91,0
58.0,1.0,16.0,5.0,9645.0,0.0,40.0,2.0,1.0,6.0,5.75,4.26,0
22.0,2.0,20.0,5.0,3960.0,2.0,30.0,1.0,1.0,6.0,7.15,5.95,1
22.0,3.0,18.0,5.0,2545.0,0.0,18.0,1.0,1.0,6.0,5.47,5.44,0
38.0,1.0,21.0,1.0,52.0,0.0,50.0,1.0,1.0,6.0,6.41,4.59,1
22.0,1.0,19.0,5.0,3602.0,2.0,25.0,2.0,8.0,6.0,5.9,3.66,0
27.0,1.0,16.0,5.0,4720.0,7.0,30.0,2.0,1.0,6.0,6.23,4.33,0
59.0,6.0,20.0,1.0,2635.0,1.0,36.0,2.0,1.0,128.0,5.98,5.52,0
25.0,6.0,14.0,1.0,6260.0,1.0,8.0,1.0,1.0,6.0,5.73,4.49,0
44.0,3.0,22.0,1.0,2310.0,1.0,40.0,2.0,1.0,9.0,7.96,6.96,1
53.0,1.0,21.0,1.0,1065.0,0.0,55.0,1.0,9.0,6.0,5.15,5.39,0
54.0,2.0,19.0,1.0,5820.0,1.0,40.0,2.0,2.0,6.0,7.4,6.76,1
25.0,3.0,19.0,5.0,1050.0,2.0,40.0,1.0,6.0,6.0,5.87,6.97,1
32.0,4.0,21.0,1.0,820.0,0.0,40.0,2.0,1.0,6.0,4.23,4.4,0
74.0,1.0,20.0,3.0,5240.0,13.0,30.0,2.0,1.0,23.0,8.96,5.37,1
60.0,3.0,19.0,3.0,3321.0,0.0,40.0,1.0,3.0,6.0,5.74,6.59,0
24.0,1.0,21.0,5.0,4350.0,2.0,15.0,2.0,1.0,6.0,6.66,6.67,1
28.0,1.0,21.0,5.0,4920.0,0.0,40.0,2.0,1.0,6.0,6.69,6.52,0
26.0,1.0,21.0,3.0,4900.0,2.0,68.0,2.0,9.0,6.0,6.02,9.25,1
26.0,3.0,19.0,1.0,4600.0,0.0,20.0,2.0,8.0,6.0,4.15,5.38,0
20.0,1.0,19.0,5.0,4020.0,5.0,30.0,2.0,8.0,6.0,6.69,5.61,1
46.0,1.0,21.0,1.0,440.0,0.0,40.0,1.0,1.0,55.0,5.87,6.53,1
27.0,1.0,21.0,5.0,1760.0,12.0,40.0,1.0,1.0,6.0,8.1,5.37,1
27.0,1.0,19.0,5.0,4720.0,2.0,30.0,2.0,1.0,6.0,5.3,5.17,0
46.0,2.0,23.0,1.0,3050.0,1.0,32.0,1.0,6.0,247.0,5.3,8.21,0
50.0,3.0,16.0,3.0,4600.0,0.0,40.0,2.0,1.0,6.0,6.88,4.95,1
51.0,5.0,21.0,1.0,1530.0,1.0,40.0,1.0,1.0,6.0,4.57,4.93,1
43.0,1.0,20.0,1.0,8225.0,0.0,52.0,1.0,1.0,8.0,8.41,8.87,1
38.0,1.0,13.0,1.0,4020.0,1.0,40.0,1.0,6.0,242.0,7.8,3.71,0
58.0,5.0,21.0,1.0,5000.0,1.0,60.0,2.0,1.0,109.0,5.14,6.21,0
47.0,1.0,22.0,3.0,5000.0,0.0,45.0,1.0,6.0,202.0,5.26,5.48,1
26.0,1.0,21.0,5.0,4720.0,2.0,20.0,1.0,1.0,6.0,6.59,7.0,1
23.0,1.0,21.0,5.0,705.0,2.0,10.0,1.0,6.0,6.0,5.6,6.45,0
26.0,1.0,15.0,5.0,9645.0,0.0,12.0,1.0,1.0,6.0,7.26,7.16,1
58.0,3.0,21.0,1.0,2205.0,0.0,40.0,2.0,1.0,34.0,6.93,5.9,1
41.0,1.0,20.0,1.0,9640.0,1.0,15.0,2.0,6.0,215.0,5.51,7.14,1
23.0,1.0,19.0,1.0,4220.0,0.0,40.0,1.0,1.0,6.0,6.78,7.68,1
45.0,1.0,18.0,1.0,120.0,0.0,40.0,2.0,1.0,6.0,6.14,7.84,1
27.0,1.0,16.0,5.0,9645.0,0.0,30.0,2.0,8.0,6.0,6.24,6.52,0
42.0,1.0,19.0,1.0,3645.0,1.0,40.0,2.0,1.0,6.0,6.81,6.32,1
23.0,1.0,19.0,5.0,4110.0,2.0,24.0,2.0,9.0,6.0,6.59,5.55,0
22.0,5.0,16.0,1.0,9130.0,17.0,50.0,1.0,8.0,34.0,6.46,5.14,0
42.0,3.0,19.0,1.0,3870.0,1.0,40.0,1.0,1.0,6.0,5.68,6.21,0
39.0,1.0,20.0,5.0,3220.0,13.0,12.0,1.0,9.0,6.0,5.84,6.1,0
22.0,1.0,16.0,5.0,1050.0,2.0,40.0,1.0,6.0,6.0,4.91,5.49,0
43.0,1.0,19.0,5.0,4200.0,2.0,50.0,1.0,1.0,303.0,5.35,4.45,0
61.0,1.0,9.0,1.0,9610.0,5.0,40.0,1.0,1.0,303.0,4.35,4.62,0
37.0,3.0,16.0,4.0,4220.0,2.0,40.0,2.0,8.0,303.0,5.84,6.73,1
22.0,1.0,21.0,5.0,8255.0,12.0,40.0,2.0,1.0,6.0,6.23,6.84,0
42.0,1.0,20.0,1.0,5100.0,1.0,40.0,1.0,8.0,6.0,4.96,6.84,0
37.0,4.0,20.0,5.0,1910.0,12.0,40.0,2.0,1.0,6.0,7.34,6.05,1
25.0,2.0,21.0,5.0,3603.0,2.0,16.0,1.0,1.0,6.0,5.88,7.26,1
36.0,4.0,20.0,1.0,630.0,0.0,45.0,2.0,3.0,6.0,6.3,5.79,1
49.0,6.0,9.0,1.0,8555.0,0.0,40.0,1.0,8.0,303.0,5.27,4.75,0
20.0,1.0,20.0,5.0,4720.0,2.0,30.0,2.0,1.0,6.0,5.16,3.75,0
53.0,3.0,21.0,1.0,2012.0,0.0,40.0,2.0,1.0,6.0,7.6,4.68,1
55.0,7.0,22.0,3.0,6230.0,0.0,40.0,1.0,1.0,6.0,6.63,6.74,1
55.0,1.0,9.0,1.0,6050.0,1.0,50.0,2.0,1.0,303.0,5.48,4.29,0
32.0,3.0,21.0,1.0,2310.0,0.0,40.0,2.0,1.0,6.0,7.75,5.63,1
42.0,1.0,18.0,1.0,4700.0,1.0,40.0,2.0,1.0,6.0,5.72,6.04,0
50.0,6.0,20.0,5.0,440.0,0.0,50.0,1.0,1.0,27.0,6.52,7.12,1
53.0,1.0,11.0,1.0,7750.0,1.0,40.0,2.0,6.0,247.0,4.62,4.51,0
19.0,1.0,16.0,5.0,4030.0,2.0,30.0,1.0,1.0,6.0,6.29,5.52,1
27.0,1.0,1.0,5.0,8320.0,15.0,40.0,2.0,1.0,314.0,3.75,4.84,0
26.0,1.0,22.0,5.0,1021.0,11.0,40.0,1.0,6.0,210.0,7.09,9.36,1
20.0,1.0,19.0,5.0,4720.0,7.0,99.0,1.0,1.0,6.0,4.76,4.58,0
23.0,2.0,21.0,5.0,2006.0,0.0,40.0,1.0,1.0,6.0,4.93,5.2,0
52.0,1.0,20.0,4.0,4220.0,0.0,20.0,2.0,2.0,6.0,4.89,7.51,1
34.0,1.0,22.0,1.0,4900.0,1.0,50.0,1.0,6.0,210.0,7.09,6.46,1
37.0,1.0,22.0,1.0,5410.0,1.0,30.0,1.0,1.0,17.0,7.94,7.27,1
24.0,3.0,18.0,1.0,2545.0,1.0,40.0,2.0,1.0,6.0,6.58,6.03,1
19.0,1.0,19.0,5.0,4030.0,2.0,40.0,1.0,9.0,6.0,6.26,6.27,0
33.0,3.0,23.0,1.0,2100.0,1.0,40.0,2.0,1.0,137.0,6.38,6.33,1
49.0,4.0,14.0,3.0,3740.0,16.0,40.0,1.0,1.0,6.0,7.22,7.19,1
27.0,1.0,21.0,5.0,5240.0,12.0,40.0,2.0,1.0,13.0,8.01,4.93,1
59.0,6.0,21.0,1.0,7800.0,1.0,20.0,2.0,1.0,6.0,7.38,7.28,1
50.0,4.0,21.0,1.0,2320.0,1.0,40.0,2.0,1.0,116.0,4.37,5.63,1
49.0,1.0,18.0,1.0,1970.0,1.0,40.0,1.0,1.0,6.0,4.72,5.19,0
48.0,1.0,13.0,1.0,8140.0,0.0,54.0,1.0,1.0,303.0,4.43,6.69,0
44.0,1.0,21.0,1.0,630.0,1.0,50.0,2.0,1.0,27.0,6.96,6.52,0
66.0,7.0,23.0,1.0,2100.0,1.0,60.0,2.0,1.0,6.0,8.11,6.5,1
56.0,1.0,19.0,4.0,5100.0,0.0,40.0,2.0,1.0,6.0,5.65,3.7,0
53.0,1.0,16.0,5.0,4810.0,13.0,40.0,1.0,1.0,6.0,5.82,7.32,0
54.0,6.0,21.0,1.0,4210.0,1.0,40.0,2.0,1.0,34.0,6.22,5.87,0
45.0,1.0,20.0,1.0,8640.0,0.0,40.0,1.0,1.0,138.0,5.47,5.9,1
44.0,4.0,19.0,1.0,5120.0,0.0,40.0,2.0,1.0,41.0,5.79,6.79,0
44.0,1.0,19.0,1.0,440.0,0.0,45.0,1.0,1.0,6.0,5.94,3.96,0
29.0,3.0,21.0,5.0,4622.0,2.0,20.0,1.0,1.0,17.0,6.52,6.0,1
57.0,1.0,14.0,1.0,8225.0,1.0,40.0,1.0,1.0,6.0,7.49,5.03,1
61.0,6.0,21.0,1.0,4700.0,1.0,40.0,2.0,6.0,217.0,4.4,6.72,0
61.0,1.0,21.0,5.0,4435.0,0.0,40.0,1.0,2.0,35.0,7.0,9.42,1
43.0,1.0,17.0,1.0,102.0,1.0,50.0,1.0,1.0,315.0,5.88,5.96,1
55.0,2.0,21.0,1.0,2752.0,0.0,15.0,2.0,6.0,217.0,6.36,5.21,1
41.0,4.0,20.0,5.0,6442.0,0.0,40.0,1.0,1.0,6.0,5.37,4.38,0
51.0,1.0,18.0,1.0,5240.0,0.0,20.0,1.0,8.0,312.0,5.54,5.06,0
44.0,2.0,20.0,5.0,3500.0,5.0,40.0,2.0,6.0,233.0,7.27,8.16,1
55.0,1.0,21.0,1.0,4330.0,1.0,55.0,2.0,1.0,37.0,6.41,8.18,1
63.0,1.0,20.0,4.0,850.0,13.0,40.0,1.0,1.0,6.0,3.88,5.12,0
47.0,6.0,22.0,1.0,800.0,1.0,30.0,2.0,1.0,301.0,9.45,9.32,1
53.0,1.0,21.0,1.0,2310.0,1.0,40.0,2.0,8.0,6.0,6.43,8.54,0
50.0,1.0,17.0,1.0,6200.0,1.0,40.0,1.0,8.0,6.0,3.85,3.35,0
20.0,1.0,19.0,5.0,3620.0,17.0,30.0,2.0,1.0,6.0,7.07,4.94,0
66.0,8.0,18.0,1.0,3602.0,0.0,24.0,2.0,2.0,6.0,4.73,5.34,1
27.0,1.0,19.0,5.0,4110.0,5.0,40.0,2.0,1.0,6.0,6.76,6.86,0
61.0,3.0,22.0,1.0,2002.0,1.0,35.0,2.0,6.0,209.0,6.42,5.8,1
32.0,1.0,21.0,1.0,2300.0,1.0,15.0,2.0,9.0,6.0,4.76,5.89,0
53.0,1.0,21.0,5.0,735.0,0.0,60.0,2.0,1.0,6.0,9.16,7.92,1
51.0,4.0,19.0,5.0,2545.0,0.0,40.0,2.0,1.0,303.0,7.88,5.57,1
27.0,4.0,22.0,5.0,2310.0,0.0,40.0,2.0,1.0,6.0,6.78,6.59,1
55.0,3.0,23.0,1.0,2100.0,0.0,40.0,1.0,1.0,6.0,6.1,4.35,0
48.0,1.0,21.0,1.0,1106.0,0.0,50.0,1.0,1.0,6.0,6.8,6.63,1
28.0,3.0,22.0,5.0,705.0,0.0,50.0,2.0,1.0,6.0,8.0,6.27,1
32.0,1.0,21.0,1.0,1108.0,2.0,40.0,1.0,6.0,6.0,4.45,5.7,0
60.0,4.0,4.0,3.0,3602.0,13.0,8.0,2.0,1.0,303.0,5.11,3.0,0
28.0,1.0,19.0,5.0,4760.0,2.0,40.0,1.0,9.0,39.0,5.03,7.42,0
49.0,4.0,21.0,1.0,2320.0,0.0,43.0,2.0,1.0,303.0,7.34,5.02,1
57.0,1.0,21.0,1.0,4920.0,0.0,40.0,2.0,1.0,6.0,6.34,6.55,1
24.0,1.0,21.0,5.0,1021.0,0.0,40.0,1.0,6.0,207.0,6.03,5.35,1
55.0,1.0,16.0,4.0,5400.0,0.0,40.0,2.0,6.0,210.0,6.5,5.5,1
20.0,1.0,16.0,5.0,8740.0,2.0,1.0,1.0,2.0,6.0,4.41,4.91,0
21.0,3.0,20.0,5.0,2002.0,17.0,13.0,1.0,8.0,303.0,5.94,5.42,1
64.0,2.0,21.0,5.0,1600.0,0.0,40.0,2.0,1.0,46.0,7.47,7.07,0
39.0,1.0,9.0,1.0,7750.0,2.0,40.0,1.0,1.0,303.0,4.22,4.53,0
44.0,4.0,19.0,5.0,440.0,2.0,40.0,1.0,6.0,6.0,4.86,6.28,0
63.0,4.0,20.0,3.0,5850.0,11.0,40.0,1.0,1.0,6.0,4.13,6.12,1
38.0,1.0,14.0,1.0,7720.0,0.0,40.0,2.0,8.0,303.0,6.73,6.24,1
41.0,1.0,1.0,5.0,4220.0,5.0,4.0,2.0,9.0,6.0,3.39,1.82,0
65.0,1.0,14.0,3.0,9130.0,15.0,25.0,1.0,1.0,303.0,6.11,5.54,1
36.0,5.0,22.0,1.0,2360.0,0.0,40.0,1.0,1.0,239.0,7.77,6.3,1
19.0,6.0,16.0,5.0,4251.0,2.0,40.0,1.0,1.0,6.0,7.61,6.64,1
34.0,1.0,16.0,5.0,4010.0,0.0,40.0,1.0,6.0,207.0,3.78,5.23,0
44.0,2.0,8.0,1.0,4251.0,11.0,40.0,1.0,8.0,303.0,1.48,5.31,0
65.0,1.0,19.0,1.0,120.0,1.0,40.0,2.0,1.0,303.0,7.85,7.96,1
31.0,2.0,22.0,1.0,2040.0,1.0,40.0,1.0,1.0,48.0,7.68,8.3,0
35.0,1.0,22.0,1.0,3255.0,1.0,32.0,2.0,6.0,36.0,5.69,7.36,0
24.0,1.0,20.0,1.0,2310.0,0.0,40.0,2.0,1.0,6.0,8.83,6.76,1
27.0,7.0,21.0,5.0,4920.0,15.0,35.0,1.0,1.0,6.0,8.31,6.62,0
30.0,1.0,21.0,1.0,1530.0,0.0,40.0,1.0,1.0,303.0,7.1,6.77,0
30.0,1.0,21.0,1.0,520.0,0.0,40.0,1.0,1.0,315.0,6.37,3.71,0
67.0,1.0,24.0,1.0,2205.0,1.0,15.0,2.0,1.0,39.0,7.68,8.35,1
18.0,1.0,16.0,5.0,4720.0,17.0,22.0,2.0,8.0,6.0,4.75,5.43,0
50.0,1.0,19.0,5.0,9150.0,0.0,40.0,1.0,2.0,13.0,5.05,7.57,0
52.0,1.0,20.0,1.0,150.0,0.0,40.0,2.0,1.0,15.0,7.99,5.99,0
51.0,1.0,16.0,1.0,6260.0,12.0,40.0,1.0,8.0,6.0,5.87,6.01,1
28.0,1.0,16.0,5.0,9130.0,13.0,40.0,1.0,1.0,314.0,7.12,3.99,1
37.0,1.0,22.0,1.0,4600.0,1.0,40.0,2.0,1.0,373.0,6.46,6.38,0
50.0,1.0,18.0,1.0,4760.0,1.0,20.0,2.0,1.0,6.0,5.25,5.03,1
27.0,1.0,21.0,5.0,4710.0,2.0,45.0,1.0,7.0,6.0,6.17,4.52,0
56.0,2.0,21.0,1.0,420.0,1.0,40.0,2.0,1.0,6.0,7.44,5.15,1
20.0,1.0,18.0,5.0,9620.0,2.0,30.0,1.0,2.0,6.0,8.61,5.92,1
54.0,1.0,21.0,1.0,440.0,0.0,40.0,1.0,1.0,6.0,7.07,6.51,1
20.0,3.0,16.0,5.0,4600.0,2.0,10.0,1.0,1.0,6.0,9.63,6.73,1
27.0,1.0,19.0,5.0,4760.0,5.0,12.0,2.0,2.0,6.0,3.78,6.32,0
30.0,1.0,19.0,5.0,5240.0,2.0,40.0,2.0,1.0,6.0,7.33,4.31,0
32.0,6.0,24.0,1.0,2751.0,0.0,30.0,1.0,1.0,6.0,7.19,4.97,1
79.0,6.0,22.0,1.0,710.0,1.0,3.0,1.0,1.0,40.0,8.46,5.62,1
22.0,1.0,16.0,5.0,7220.0,2.0,40.0,1.0,1.0,6.0,6.66,6.52,1
67.0,1.0,19.0,3.0,3255.0,0.0,30.0,2.0,1.0,44.0,7.82,7.9,1
54.0,2.0,22.0,5.0,3245.0,0.0,85.0,2.0,1.0,212.0,6.99,5.7,1
59.0,1.0,21.0,1.0,1021.0,0.0,40.0,1.0,1.0,31.0,4.06,4.53,1
41.0,3.0,21.0,1.0,3720.0,0.0,65.0,1.0,1.0,6.0,6.69,6.66,1
53.0,6.0,22.0,3.0,1825.0,0.0,40.0,2.0,1.0,42.0,7.86,8.19,1
64.0,1.0,19.0,1.0,9130.0,0.0,37.0,1.0,1.0,6.0,6.28,3.34,0
65.0,3.0,17.0,2.0,3602.0,2.0,22.0,2.0,1.0,48.0,6.47,6.08,1
28.0,1.0,21.0,5.0,1240.0,11.0,50.0,1.0,6.0,247.0,5.18,6.19,0
31.0,1.0,19.0,5.0,1555.0,13.0,40.0,2.0,1.0,36.0,8.27,3.33,1
19.0,1.0,19.0,5.0,4720.0,2.0,30.0,2.0,8.0,48.0,6.69,5.24,1
52.0,1.0,21.0,1.0,4251.0,1.0,40.0,1.0,1.0,41.0,8.55,7.87,1
30.0,1.0,23.0,5.0,2100.0,0.0,30.0,1.0,1.0,6.0,6.6,4.84,1
44.0,1.0,19.0,3.0,4020.0,0.0,50.0,1.0,1.0,372.0,6.89,7.53,0
51.0,3.0,19.0,1.0,630.0,1.0,40.0,2.0,1.0,6.0,3.51,4.52,0
48.0,6.0,23.0,1.0,4251.0,1.0,35.0,2.0,1.0,363.0,5.26,7.25,1
37.0,2.0,21.0,5.0,4330.0,2.0,50.0,2.0,1.0,17.0,7.92,6.4,1
46.0,1.0,20.0,1.0,4240.0,0.0,40.0,1.0,1.0,6.0,7.24,4.24,1
34.0,1.0,9.0,1.0,4020.0,1.0,43.0,2.0,1.0,303.0,6.73,5.15,1
55.0,4.0,16.0,1.0,5740.0,1.0,28.0,2.0,1.0,6.0,8.71,5.88,1
57.0,1.0,16.0,3.0,3500.0,0.0,30.0,2.0,6.0,207.0,4.68,6.81,0
39.0,1.0,20.0,5.0,5710.0,13.0,40.0,2.0,1.0,6.0,9.91,7.98,1
20.0,1.0,16.0,5.0,5240.0,11.0,40.0,2.0,8.0,6.0,5.55,5.34,0
37.0,1.0,19.0,1.0,2905.0,0.0,49.0,1.0,1.0,6.0,4.49,5.46,1
38.0,1.0,17.0,5.0,6700.0,5.0,80.0,1.0,1.0,314.0,8.11,4.15,0
30.0,1.0,19.0,1.0,4621.0,0.0,40.0,1.0,9.0,6.0,5.52,6.06,0
51.0,4.0,23.0,1.0,2205.0,1.0,35.0,2.0,2.0,6.0,6.14,4.7,1
43.0,5.0,21.0,3.0,1050.0,13.0,40.0,1.0,6.0,233.0,6.31,8.5,1
54.0,1.0,1.0,1.0,6260.0,0.0,44.0,1.0,1.0,303.0,2.87,0.62,0
59.0,1.0,18.0,3.0,5260.0,0.0,40.0,2.0,1.0,6.0,6.62,4.16,0
29.0,1.0,19.0,3.0,5810.0,2.0,40.0,2.0,8.0,6.0,5.41,5.88,0
25.0,1.0,21.0,5.0,51.0,0.0,45.0,2.0,1.0,23.0,6.35,6.55,1
50.0,1.0,21.0,5.0,310.0,13.0,40.0,1.0,1.0,6.0,4.94,4.28,0
24.0,1.0,16.0,5.0,2700.0,12.0,21.0,1.0,1.0,4.0,8.03,5.18,1
39.0,1.0,19.0,1.0,4720.0,0.0,30.0,2.0,1.0,216.0,5.82,5.67,0
28.0,1.0,21.0,5.0,800.0,13.0,50.0,1.0,9.0,6.0,6.6,6.29,0
44.0,1.0,9.0,1.0,9600.0,1.0,45.0,1.0,8.0,303.0,3.77,3.9,0
35.0,3.0,19.0,1.0,3870.0,1.0,40.0,1.0,1.0,6.0,5.77,6.83,0
73.0,6.0,19.0,3.0,710.0,0.0,20.0,1.0,1.0,9.0,6.47,5.34,0
48.0,1.0,19.0,1.0,440.0,1.0,40.0,1.0,1.0,6.0,6.63,7.36,1
45.0,1.0,21.0,4.0,2770.0,13.0,45.0,1.0,1.0,39.0,7.58,6.02,0
51.0,1.0,16.0,1.0,440.0,1.0,40.0,2.0,1.0,6.0,5.47,3.43,0
31.0,1.0,10.0,5.0,8320.0,0.0,40.0,1.0,8.0,313.0,3.97,4.65,0
27.0,1.0,21.0,5.0,5710.0,0.0,50.0,2.0,1.0,6.0,5.78,6.19,0
40.0,1.0,9.0,5.0,4760.0,10.0,40.0,2.0,1.0,313.0,6.21,4.3,0
59.0,7.0,21.0,1.0,4710.0,1.0,35.0,2.0,1.0,51.0,5.41,7.1,0
61.0,3.0,22.0,1.0,2310.0,1.0,70.0,2.0,1.0,6.0,6.3,8.57,0
54.0,6.0,22.0,1.0,710.0,1.0,40.0,2.0,9.0,15.0,4.33,4.54,0
42.0,2.0,22.0,1.0,350.0,1.0,40.0,2.0,6.0,207.0,5.65,5.74,0
35.0,5.0,22.0,5.0,1610.0,0.0,40.0,2.0,1.0,21.0,8.05,7.02,1
34.0,1.0,21.0,1.0,4700.0,0.0,45.0,1.0,6.0,6.0,5.69,6.28,1
60.0,1.0,16.0,1.0,4760.0,0.0,40.0,1.0,1.0,6.0,4.14,5.03,1
29.0,1.0,21.0,5.0,4840.0,0.0,40.0,2.0,6.0,247.0,6.15,7.1,1
29.0,4.0,16.0,5.0,4600.0,2.0,32.0,1.0,1.0,6.0,5.51,5.53,0
19.0,1.0,16.0,5.0,4030.0,2.0,16.0,1.0,1.0,303.0,5.05,6.12,0
51.0,1.0,1.0,1.0,4110.0,0.0,50.0,1.0,6.0,207.0,2.1,4.18,0
27.0,1.0,21.0,5.0,4700.0,0.0,40.0,1.0,8.0,6.0,6.1,6.08,0
24.0,1.0,21.0,5.0,5810.0,0.0,50.0,1.0,9.0,6.0,8.04,6.37,1
59.0,7.0,14.0,1.0,440.0,0.0,40.0,1.0,1.0,6.0,5.94,3.6,0
25.0,6.0,21.0,5.0,2850.0,2.0,10.0,1.0,1.0,6.0,8.27,7.91,1
26.0,1.0,19.0,5.0,4110.0,2.0,25.0,2.0,1.0,6.0,6.27,5.34,0
43.0,1.0,22.0,1.0,10.0,1.0,60.0,1.0,1.0,26.0,5.64,4.9,1
49.0,6.0,11.0,1.0,4230.0,0.0,20.0,2.0,8.0,313.0,2.8,3.84,0
48.0,3.0,22.0,3.0,2440.0,0.0,19.0,2.0,1.0,6.0,6.62,6.99,1
43.0,2.0,19.0,2.0,4600.0,0.0,10.0,2.0,1.0,6.0,7.49,5.17,0
72.0,1.0,19.0,1.0,3602.0,1.0,39.0,1.0,1.0,17.0,5.9,5.39,0
34.0,1.0,19.0,1.0,5860.0,0.0,44.0,2.0,6.0,247.0,7.06,5.86,1
22.0,1.0,18.0,5.0,4110.0,2.0,20.0,2.0,1.0,6.0,7.46,5.85,1
35.0,1.0,21.0,1.0,9142.0,0.0,15.0,2.0,9.0,6.0,5.71,6.44,0
20.0,1.0,19.0,5.0,4720.0,2.0,20.0,2.0,8.0,303.0,4.41,4.67,0
24.0,1.0,21.0,5.0,4760.0,12.0,24.0,1.0,2.0,6.0,6.93,6.82,1
23.0,1.0,21.0,5.0,1240.0,0.0,40.0,2.0,1.0,48.0,9.22,8.26,1
64.0,1.0,1.0,1.0,8100.0,0.0,40.0,1.0,1.0,303.0,3.62,1.63,0
28.0,1.0,22.0,1.0,230.0,0.0,30.0,1.0,9.0,56.0,3.84,5.72,0
44.0,4.0,24.0,1.0,2205.0,0.0,40.0,1.0,6.0,207.0,7.63,8.35,0
55.0,1.0,19.0,3.0,7700.0,0.0,40.0,2.0,1.0,6.0,8.79,8.19,1
58.0,1.0,14.0,3.0,3603.0,10.0,40.0,2.0,9.0,312.0,5.11,2.68,0
24.0,3.0,21.0,1.0,2350.0,0.0,10.0,2.0,1.0,6.0,6.12,7.27,1
52.0,1.0,9.0,1.0,4220.0,1.0,40.0,1.0,1.0,303.0,4.26,3.35,0
40.0,1.0,1.0,1.0,6200.0,1.0,50.0,1.0,1.0,6.0,5.92,2.34,0
37.0,1.0,16.0,1.0,6260.0,0.0,35.0,1.0,6.0,207.0,5.78,6.41,1
27.0,1.0,20.0,5.0,5720.0,2.0,35.0,1.0,1.0,6.0,7.73,6.23,1
26.0,1.0,20.0,5.0,4110.0,2.0,28.0,2.0,1.0,373.0,7.12,6.68,1
20.0,4.0,19.0,5.0,2350.0,12.0,10.0,1.0,6.0,6.0,4.0,5.92,0
33.0,1.0,21.0,5.0,800.0,2.0,43.0,1.0,6.0,17.0,6.21,5.38,0
23.0,3.0,19.0,5.0,1360.0,0.0,25.0,1.0,8.0,6.0,5.36,5.03,1
46.0,4.0,16.0,1.0,4435.0,16.0,35.0,1.0,2.0,6.0,6.36,8.39,1
69.0,1.0,19.0,2.0,4435.0,0.0,20.0,2.0,6.0,233.0,6.95,6.2,0
66.0,4.0,17.0,4.0,9645.0,16.0,35.0,1.0,1.0,6.0,6.13,6.41,1
23.0,1.0,21.0,5.0,5120.0,0.0,30.0,1.0,1.0,34.0,8.5,4.76,1
61.0,2.0,20.0,1.0,2001.0,1.0,40.0,2.0,1.0,139.0,7.51,7.26,1
28.0,1.0,19.0,5.0,5630.0,2.0,40.0,1.0,7.0,6.0,4.31,3.71,0
51.0,3.0,20.0,1.0,5120.0,0.0,40.0,2.0,1.0,6.0,6.94,6.43,0
